Cell_ID,KMeans_Cluster,DBSCAN_Cluster,UMAP1,UMAP2
1512,0,-1,8.307213,8.867645
1513,0,-1,8.245064,8.840544
1514,0,-1,8.097569,11.94372
1515,0,-1,7.7163587,8.894785
1516,4,-1,4.083207,7.3731017
1517,4,-1,3.619487,6.98115
1518,4,-1,4.212367,7.3247213
1519,0,-1,8.146791,11.980613
1520,0,-1,7.9164424,9.050537
1521,0,-1,7.842222,10.467749
1522,4,-1,3.983695,7.922815
1523,0,-1,8.666144,9.047044
1524,0,-1,8.168348,12.177288
1525,4,-1,4.2537208,7.408772
1526,0,-1,8.222914,12.189313
1527,0,-1,7.75563,8.8882
1528,0,-1,7.6346345,9.927183
1529,4,-1,4.0611005,7.2072186
1530,0,-1,8.049288,11.612949
1531,0,-1,8.172578,12.121625
1532,0,-1,7.80213,9.372369
1533,0,-1,7.7196407,8.8887205
1534,0,-1,8.050227,11.917262
1535,0,-1,8.150856,12.204425
1536,0,-1,8.118927,12.186771
1537,4,-1,4.644471,7.4522476
1538,0,-1,8.150032,12.297063
1539,4,-1,3.9573617,7.3315973
1540,4,-1,3.8083758,7.7608185
1541,4,-1,3.555048,7.5679693
1542,4,-1,3.6337445,7.3156247
1543,4,-1,3.5779774,7.2070603
1544,0,-1,8.183981,12.197738
1545,0,-1,8.341258,12.2793665
1546,0,-1,7.606034,9.956252
1547,4,-1,3.6967096,7.5629606
1548,0,-1,8.477743,8.656288
1549,4,-1,4.0324645,7.404758
1550,0,-1,8.074767,12.264014
1551,1,-1,-0.090261735,7.3193116
1552,4,-1,3.8986812,7.755102
1553,4,-1,3.4614067,7.3329453
1554,0,-1,7.749872,8.94326
1555,4,-1,3.7650435,7.179639
1556,4,-1,4.248878,7.7006335
1557,0,-1,8.185867,12.310918
1558,0,-1,8.176846,12.071307
1559,4,-1,3.6085083,6.9145894
1560,0,-1,8.142207,12.24189
1561,4,-1,3.9478042,7.273779
1562,0,-1,7.924984,9.061229
1563,0,-1,8.188938,12.33596
1564,4,-1,3.9045393,6.63959
1565,4,-1,3.993976,7.500354
1566,4,-1,4.397216,6.9010277
1567,0,-1,8.156251,12.09364
1568,4,-1,4.256621,6.4542413
1569,0,-1,7.740466,8.898145
1570,0,-1,8.019896,11.398619
1571,0,-1,7.6926684,8.9592705
1572,4,-1,3.473512,7.2611027
1573,4,-1,4.3099113,7.4345884
1574,4,-1,4.125636,7.2221236
1575,4,-1,3.9104128,7.3149858
1576,0,-1,7.962007,8.988875
1577,4,-1,4.1158056,7.524598
1578,0,-1,8.116925,12.053526
1579,0,-1,7.926007,11.207695
1580,0,-1,8.011058,9.079976
1581,4,-1,3.442576,7.274492
1582,4,-1,4.149031,7.411101
1583,4,-1,4.1784964,7.1498995
1584,4,-1,3.9982255,7.6214113
1585,0,-1,7.809171,9.055662
1586,4,-1,3.7697299,7.589826
1587,0,-1,8.008661,11.718675
1588,0,-1,7.258307,9.870177
1589,4,-1,3.7245877,7.3160024
1590,0,-1,8.205362,12.090987
1591,4,-1,4.1107297,7.6662407
1592,0,-1,7.847681,8.874997
1593,0,-1,7.7865515,8.9172735
1594,4,-1,4.066611,7.379663
1595,0,-1,8.113106,12.112715
1596,4,-1,4.250781,7.442164
1597,0,-1,8.06703,11.660175
1598,4,-1,4.0863404,7.2957373
1599,0,-1,8.017437,11.912801
1600,4,-1,4.3181868,7.3594494
1601,4,-1,3.6319048,7.4217725
1602,4,-1,3.6618323,7.3849607
1603,0,-1,8.018021,11.558664
1604,0,-1,8.182825,12.224951
1605,0,-1,8.295349,8.9947605
1606,0,-1,7.8064256,8.871322
1607,0,-1,8.243518,12.23199
1608,4,-1,3.7321758,7.3238487
1609,4,-1,4.188285,7.544945
1610,0,-1,7.7807803,8.79764
1611,0,-1,7.9152493,11.273242
1612,0,-1,8.13335,12.305399
1613,3,-1,10.775975,-1.7638525
1614,4,-1,3.9750423,7.908544
1615,4,-1,3.756181,7.428839
1616,4,-1,3.7541778,7.393711
1617,0,-1,7.6574783,10.165735
1618,0,-1,8.104245,12.106862
1619,0,-1,6.641772,8.4771595
1620,0,-1,7.3770623,9.664275
1621,0,-1,6.656696,8.348644
1622,1,-1,8.849732,0.7124511
1623,0,-1,7.6234956,8.558657
1624,4,-1,6.6204104,8.357334
1625,4,-1,6.6207685,8.680847
1626,1,-1,8.456276,1.0319271
1627,4,-1,6.3713727,8.431125
1628,1,-1,-0.23806259,7.304303
1629,3,-1,8.671448,0.39082888
1630,0,-1,6.9833064,8.43725
1631,1,-1,9.640377,2.6628861
1632,0,-1,6.7575393,8.225017
1633,3,-1,8.768506,-2.9823363
1634,4,-1,6.5676327,8.633369
1635,3,-1,10.594313,-2.396959
1636,4,-1,6.4857845,8.521713
1637,1,-1,8.959973,1.8355091
1638,0,-1,6.6591268,8.730807
1639,0,-1,6.8813224,8.386978
1640,0,-1,6.6636505,8.763713
1641,4,-1,6.565756,8.431281
1642,4,-1,6.927578,8.308034
1643,1,-1,7.462739,10.1711855
1644,0,-1,6.7849083,8.335355
1645,1,-1,7.4713783,10.157269
1646,1,-1,8.809889,1.0542401
1647,0,-1,8.211018,6.9664264
1648,4,-1,3.8425267,7.7405577
1649,3,-1,10.265501,-2.6130183
1650,1,-1,8.727677,0.8771894
1651,0,-1,6.6609745,8.806574
1652,1,-1,8.765327,2.2374473
1653,0,-1,6.893188,8.194707
1654,0,-1,7.08149,8.259848
1655,4,-1,6.4773192,8.41152
1656,0,-1,6.749708,8.344383
1657,1,-1,8.531617,0.9082216
1658,4,-1,6.734924,8.25594
1659,3,-1,10.88634,-2.0896144
1660,4,-1,6.452663,8.562707
1661,0,-1,6.851965,8.137074
1662,1,-1,8.504919,1.0183473
1663,3,-1,8.681665,0.7529316
1664,4,-1,6.5212355,8.441973
1665,4,-1,6.4379883,8.705242
1666,0,-1,6.7632227,8.478094
1667,0,-1,10.145746,9.225073
1668,1,-1,9.349113,2.133445
1669,0,-1,6.7538714,8.356657
1670,0,-1,9.191255,7.903167
1671,0,-1,6.852313,8.96541
1672,0,-1,7.1453676,8.319262
1673,4,-1,6.3967857,8.62695
1674,4,-1,6.2763586,8.584406
1675,0,-1,6.6233263,8.361583
1676,0,-1,6.6879106,8.680264
1677,0,-1,8.493239,7.2871485
1678,0,-1,6.4352427,9.247323
1679,4,-1,6.7565136,8.459287
1680,1,-1,8.412644,1.4230438
1681,0,-1,6.7726383,8.481525
1682,3,-1,9.255836,0.88843703
1683,4,-1,4.8930383,7.3092713
1684,0,-1,6.5478234,8.848845
1685,4,-1,6.2518635,8.617658
1686,4,-1,4.701934,6.559213
1687,1,-1,8.725288,0.8889714
1688,0,-1,6.7658715,8.299922
1689,0,-1,6.846696,8.193681
1690,1,-1,9.525782,2.714461
1691,0,-1,7.3273864,9.775393
1692,0,-1,6.6868987,8.488797
1693,0,-1,9.841363,9.24608
1694,1,-1,9.206745,0.4198698
1695,1,-1,8.524794,1.1807914
1696,4,-1,6.415764,8.415229
1697,3,-1,10.501098,-2.4130826
1698,0,-1,3.7317708,7.20453
1699,3,-1,10.250518,-2.765281
1700,3,-1,9.803931,-2.21404
1701,3,-1,10.26416,-2.6849406
1702,3,-1,10.137906,-2.7495072
1703,3,-1,10.3363905,-2.419724
1704,3,-1,8.559883,-0.5917371
1705,1,-1,8.757544,-0.6480483
1706,3,-1,10.10325,-2.8662093
1707,3,-1,9.303516,-0.94982433
1708,3,-1,10.094134,-2.703091
1709,3,-1,10.107151,-2.203312
1710,3,-1,10.032304,-1.8528377
1711,3,-1,10.281523,-2.8156052
1712,3,-1,10.609175,-2.3800452
1713,3,-1,9.479218,-1.4820914
1714,3,-1,10.1682,-2.8163285
1715,3,-1,10.434769,-2.468317
1716,3,-1,9.423482,-1.2240729
1717,3,-1,10.476779,-2.506881
1718,3,-1,10.2135,-2.859545
1719,3,-1,10.334506,-2.7362323
1720,3,-1,9.222469,-1.1862863
1721,3,-1,9.880497,-1.9452564
1722,3,-1,10.237155,-2.808608
1723,3,-1,8.322089,-1.3144363
1724,3,-1,10.661574,-2.4305596
1725,3,-1,10.589577,-2.4445722
1726,3,-1,10.623276,-2.430623
1727,3,-1,10.197967,-2.066938
1728,3,-1,10.125765,-2.8223286
1729,3,-1,10.226586,-2.575816
1730,3,-1,10.265737,-2.139409
1731,3,-1,10.37759,-2.648809
1732,3,-1,10.140679,-2.1757123
1733,3,-1,10.270113,-2.8200555
1734,3,-1,10.278428,-2.6633272
1735,3,-1,9.781822,-1.6974722
1736,3,-1,10.289249,-2.6979263
1737,3,-1,9.837659,-2.044987
1738,3,-1,10.603412,-2.4323258
1739,3,-1,10.015273,-2.5214732
1740,3,-1,10.544043,-2.5209432
1741,3,-1,9.061167,-1.023471
1742,3,-1,10.203169,-2.2258294
1743,3,-1,9.744992,-2.0217865
1744,3,-1,10.675515,-2.4362216
1745,3,-1,8.620841,-0.32103944
1746,3,-1,9.576447,-0.8004532
1747,3,-1,9.997595,-2.4308171
1748,3,-1,10.455559,-2.6923413
1749,3,-1,10.037223,-2.0501983
1750,3,-1,10.372077,-2.6065245
1751,3,-1,10.196709,-2.8444624
1752,3,-1,10.353482,-2.7406685
1753,1,-1,8.525914,1.0046006
1754,1,-1,8.290565,1.3803076
1755,3,-1,9.95924,-2.833051
1756,4,-1,4.739295,6.5670395
1757,0,-1,8.715732,8.284395
1758,3,-1,9.526596,-2.312593
1759,0,-1,8.057272,11.457776
1760,1,-1,0.22558215,7.5181394
1761,3,-1,10.372196,-2.8383033
1762,4,-1,4.6544967,7.026463
1763,1,-1,10.101763,3.1943183
1764,4,-1,4.719285,7.1342883
1765,3,-1,10.40973,-2.491731
1766,4,-1,6.2658906,8.517621
1767,3,-1,10.161085,-2.8839362
1768,0,-1,7.83672,10.322817
1769,4,-1,4.356917,7.0097275
1770,4,-1,4.6985307,6.8694677
1771,4,-1,7.8423667,4.420428
1772,0,-1,7.8397956,10.146217
1773,4,-1,4.51998,6.922322
1774,0,-1,7.90825,11.011633
1775,1,-1,0.11957726,7.453772
1776,1,-1,-0.1938064,7.2595053
1777,0,-1,8.180295,12.274178
1778,4,-1,4.236425,6.3914204
1779,4,-1,4.801666,7.1876307
1780,3,-1,10.205493,-2.8057885
1781,3,-1,9.955887,-2.401383
1782,4,-1,4.277906,7.11702
1783,0,-1,7.901736,10.332631
1784,4,-1,4.3197627,6.433967
1785,0,-1,8.232031,12.235134
1786,3,-1,9.981329,-2.269582
1787,4,-1,4.706487,6.8244095
1788,0,-1,7.8888245,10.192416
1789,3,-1,10.53457,-2.5369365
1790,4,-1,4.625739,6.9068985
1791,1,-1,8.506068,1.1049789
1792,0,-1,6.7195373,8.411177
1793,0,-1,6.89329,8.877366
1794,0,-1,6.6648874,8.468146
1795,0,-1,6.752074,8.323584
1796,4,-1,3.693144,7.686019
1797,0,-1,6.8976493,8.389461
1798,1,-1,8.83245,1.418756
1799,0,-1,6.7738557,9.009917
1800,4,-1,6.8782964,8.212399
1801,0,-1,6.727546,8.499491
1802,3,-1,10.116849,-2.7736053
1803,3,-1,10.798024,-2.3721077
1804,3,-1,10.072717,-2.7281952
1805,3,-1,10.280756,-2.7243013
1806,3,-1,9.92295,-2.4858863
1807,3,-1,7.456702,9.97511
1808,3,-1,9.95435,-2.572725
1809,3,-1,9.577559,-1.113345
1810,4,-1,4.6512256,6.4704323
1811,3,-1,9.531143,-0.9973446
1812,3,-1,9.825523,-1.6787351
1813,3,-1,10.102128,-2.1233284
1814,3,-1,9.054979,-2.692192
1815,3,-1,8.58105,-0.38611114
1816,3,-1,10.574615,-2.4632666
1817,0,-1,8.539828,7.3450236
1818,0,-1,8.481338,7.273022
1819,0,-1,8.434881,7.309296
1820,0,-1,8.483051,7.3057585
1821,0,-1,6.805002,8.416802
1822,0,-1,6.6552954,8.638924
